texte,categorie,label,type_document,anonymized
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tunis, [CONTACT]). Police n° POL-519178. Ce dossier contient des données sensibles assurantielles. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Personnelles,C4,Dossier client (données personnelles),True
"Dossier médical confidentiel de [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: (+216) 29.119.368). Antécédents : grippe saisonnière. Suivi à Centre médical [ORGANISATION]. Accès strictement restreint au médecin conseil [ORGANISATION]. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Dossier médical complet,True
"Rapport d'expertise médicale confidentiel rédigé par Dr. [PERSONNE], médecin conseil de [ORGANISATION]. Suite à l'examen de l'assuré [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) après son accident du 30/09/2025. Diagnostic : fracture du poignet entraînant une incapacité permanente partielle. Destiné exclusivement au [SERVICE] médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Rapport médical médecin conseil,True
Appel de cotisation pour votre assurance auto n° POL-456793. Assuré : [PERSONNE]. Montant net à payer : 1 850 TND avant le 18/11/2026. Coordonnées bancaires [ORGANISATION] pour virement : [IDENTIFIANT] 04599920718980221318.,Finance,C3,Avis d'échéance et appel de cotisations,True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél : +216 21 010 380). Examen médical du dossier de sinistre SIN-2024241. Conclusion : hypertension artérielle, incapacité de 30 jours à valider. Soumis au secret médical strict. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Rapport médical médecin conseil,True
"Package de rémunération du comité exécutif, [PERSONNE] inclus, montant total 150 000 TND. Diffusion strictement limitée à la direction générale. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Finance,C4,Rémunération dirigeant,True
"Bulletin de salaire de [PERSONNE] pour le mois en cours, [SERVICE] Marketing. Montant net à payer : 150 000 TND. Document personnel ne pouvant être partagé sans consentement.",Finance,C3,Bulletin de paie,True
"[DONNEES] TEMPLATE DE CERTIFICAT MEDICAL D'APTITUDE
Je soussigné Dr [Nom du médecin] certifie que M./Mme [Nom du patient] ... 
Diagnostic : [________________]
Signature et cachet du médecin :",Publique,C1,Modèle de document vierge,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 18/11/2026. Incapacité temporaire de 3 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Arrêt maladie,True
"Dossier médical confidentiel de [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216-56-323-760). Antécédents : fracture du poignet. Suivi à Hôpital [PERSONNE]. Accès strictement restreint au médecin conseil [ORGANISATION]. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Dossier médical complet,True
[DONNEES] À l'attention de l'équipe R&D : merci de prendre connaissance des nouveaux horaires applicables à partir du 30/09/2025. Diffusion limitée aux collaborateurs.,RH,C2,Note de service,True
"[DONNEES] TEMPLATE DE CERTIFICAT MEDICAL D'APTITUDE
Je soussigné Dr [Nom du médecin] certifie que M./Mme [Nom du patient] ... 
Diagnostic : [________________]
Signature et cachet du médecin :",Publique,C1,Modèle de document vierge,True
"[ORGANISATION] Santé : Pour votre bien-être, adoptez une alimentation équilibrée et pratiquez une activité physique régulière. Pour toute question médicale, consultez votre médecin traitant.",Publique,C1,Conseils prévention et santé,True
"Demande d'adhésion au contrat d'assurance groupe [ORGANISATION]. Adhérent : [PERSONNE], résidant à Monastir. [IDENTIFIANT] : [IDENTIFIANT], Tél : (+216) 20.168.120. Signature requise pour finaliser la souscription.",Personnelles,C3,Demande de souscription contrat,True
"Formulaire de souscription assurance vie. Souscripteur : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: (+216) 27.852.291). Bénéficiaire désigné en cas de décès : conjoint(e). Reçu le 12/03/2026.",Personnelles,C3,Demande de souscription contrat,True
Scénario de restructuration stratégique concernant le [SERVICE] Achats. Ces éléments sont classés au plus haut niveau de sensibilité et leur divulgation prématurée est interdite. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.,Strategique,C4,Plan de restructuration,True
"Demande d'adhésion au contrat d'assurance groupe [ORGANISATION]. Adhérent : [PERSONNE], résidant à Nabeul. [IDENTIFIANT] : [IDENTIFIANT], Tél : +216 97 962 893. Signature requise pour finaliser la souscription.",Personnelles,C3,Demande de souscription contrat,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe Logistique, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"[DONNEES] Mode opératoire interne applicable au sein de l'équipe Souscription, non destiné à être communiqué à des tiers.",RH,C2,Procédure interne,True
[DONNEES] Guide de santé publique : comment prévenir les maladies saisonnières. Des conseils simples pour renforcer votre système immunitaire cet hiver.,Publique,C1,Conseils prévention et santé,True
"[DONNEES] Éléments stratégiques relatifs au rapprochement avec un fonds d'investissement, prévu pour le 18/11/2026. Toute fuite d'information avant l'annonce officielle exposerait l'entreprise à un risque financier majeur. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Strategique,C4,Plan de fusion-acquisition,True
"Bulletin de salaire de [PERSONNE] pour le mois en cours, [SERVICE] Marketing. Montant net à payer : 48 000 TND. Document personnel ne pouvant être partagé sans consentement.",Finance,C3,Bulletin de paie,True
"[DONNEES] Planning prévisionnel de l'équipe Marketing pour le mois en cours, à consulter par les collaborateurs concernés uniquement.",RH,C2,Planning d'équipe,True
"Fiche client de [PERSONNE] : coordonnées personnelles, historique d'achats et préférences. [IDENTIFIANT] [IDENTIFIANT], [CONTACT]. Données soumises au RGPD et à la loi tunisienne sur la protection des données. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Personnelles,C4,Dossier client (données personnelles),True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél : +216 91 612 927). Examen médical du dossier de sinistre SIN-2026865. Conclusion : hypertension artérielle, incapacité de 3 jours à valider. Soumis au secret médical strict. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Rapport médical médecin conseil,True
[DONNEES] Petit rappel à toute l'équipe Marketing : la salle de réunion B sera indisponible le 22/01/2026 pour travaux.,RH,C2,Note de service,True
"Récapitulatif de rémunération de [PERSONNE] : 7 800 TND, à conserver dans le dossier du salarié, accès restreint au [SERVICE] RH.",Finance,C3,Bulletin de paie,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe Production, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"[DONNEES] Synthèse de l'échange hebdomadaire de l'équipe Achats, destinée uniquement aux membres présents et à leur hiérarchie directe.",RH,C2,Compte-rendu de réunion d'équipe,True
Police d'assurance habitation n° POL-527857 - Conditions particulières. Assuré : [PERSONNE] (Ariana). Franchise générale de 3 200 TND par sinistre. Document contractuel confidentiel.,Personnelles,C3,Conditions particulières de police,True
"Dossier de contentieux opposant [ORGANISATION] à un partenaire industriel, enjeu financier estimé à 7 800 TND. Ce dossier est couvert par le secret professionnel. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Juridique,C4,Litige juridique majeur,True
"[DONNEES] Découvrez notre engagement en matière de responsabilité sociétale à Nabeul, à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
"Compte-rendu de la réunion du [SERVICE] Support client du 18/11/2026 : points abordés, décisions prises et actions à suivre par l'équipe.",RH,C2,Compte-rendu de réunion d'équipe,True
"Demande d'adhésion au contrat d'assurance groupe [ORGANISATION]. Adhérent : [PERSONNE], résidant à Sousse. [IDENTIFIANT] : [IDENTIFIANT], Tél : (+216) 24.991.365. Signature requise pour finaliser la souscription.",Personnelles,C3,Demande de souscription contrat,True
"Conditions particulières du contrat d'assurance auto n° POL-734712 souscrit par [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216 57 081 067). Date d'effet : 18/11/2026. Garanties : Responsabilité Civile, Vol et Incendie.",Personnelles,C3,Conditions particulières de police,True
Nous recrutons un(e) chargé(e) de projet pour rejoindre notre [SERVICE] Production à Ariana. Candidature à envoyer via notre site carrière.,Publique,C1,Offre d'emploi publiée,True
"Relevé d'identité bancaire [ORGANISATION] : titulaire [PERSONNE], banque STB, [IDENTIFIANT] 49981648462431435603, [IDENTIFIANT] TN593000516652343194657. Ne pas transmettre par messagerie non sécurisée. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Finance,C4,Attestation bancaire (RIB tunisien),True
Appel de cotisation pour votre assurance auto n° POL-705687. Assuré : [PERSONNE]. Montant net à payer : 1 850 TND avant le 22/01/2026. Coordonnées bancaires [ORGANISATION] pour virement : [IDENTIFIANT] 00214980084755577343.,Finance,C3,Avis d'échéance et appel de cotisations,True
Devis d'assurance habitation n° POL-762838 établi pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Cotisation annuelle : 1 850 TND pour une couverture multirisque à Sfax.,Finance,C3,Devis et simulation assurance,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2026271. Coordonnées : (+216) 78.295.126, Monastir. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
Attestation [ORGANISME] — Bénéficiaire : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Numéro d'affiliation : 7352040X/P/N/000. Prise en charge médicale pour fracture du poignet. Document contenant des données de santé protégées. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.,Medicale,C4,Attestation CNAM / mutuelle,True
"Relevé de remboursement [ORGANISME] pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Montant remboursé : 48 000 TND. Acte médical : burn-out professionnel. Données de santé couvertes par le secret médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Attestation CNAM / mutuelle,True
"[ORGANISATION] annonce des performances financières stables pour ce semestre, consolidant sa position de leader sur le marché tunisien avec un montant net d'investissements record.",Publique,C1,Actualités financières COMAR,True
"[DONNEES] Synthèse de l'échange hebdomadaire de l'équipe Achats, destinée uniquement aux membres présents et à leur hiérarchie directe.",RH,C2,Compte-rendu de réunion d'équipe,True
Devis d'assurance habitation n° POL-677992 établi pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Cotisation annuelle : 12 500 TND pour une couverture multirisque à Tunis.,Finance,C3,Devis et simulation assurance,True
"Découvrez notre engagement en matière de responsabilité sociétale à [PERSONNE], à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
"Scénario de restructuration stratégique concernant le [SERVICE] Production. Ces éléments sont classés au plus haut niveau de sensibilité et leur divulgation prématurée est interdite. Information de niveau hautement confidentiel, soumise au secret professionnel.",Strategique,C4,Plan de restructuration,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe R&D, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 18/11/2026. Incapacité temporaire de 30 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Arrêt maladie,True
"[DONNEES] Découvrez notre engagement en matière de responsabilité sociétale à Nabeul, à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
"Plan de réorganisation du [SERVICE] Marketing, prévu pour le 30/09/2025, impliquant une révision des effectifs. Document réservé au comité de direction. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Strategique,C4,Plan de restructuration,True
"Certificat médical délivré par Hôpital [PERSONNE] concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Diagnostic : lombalgie chronique. Durée d'incapacité : 30 jours. Document strictement confidentiel, réservé au médecin conseil [ORGANISATION] et au [SERVICE] RH. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Certificat médical,True
"Simulation de tarif pour une assurance auto [ORGANISATION]. Client : [PERSONNE]. Véhicule de tourisme, usage privé. Montant de la cotisation annuelle estimé à 7 800 TND. Valable 30 jours.",Finance,C3,Devis et simulation assurance,True
"[DONNEES] Tout savoir sur l'assurance habitation : garanties obligatoires, franchises et options disponibles pour protéger votre logement et votre famille.",Publique,C1,Guide assurance auto/habitation,True
"[DONNEES] Synthèse de l'échange hebdomadaire de l'équipe Support client, destinée uniquement aux membres présents et à leur hiérarchie directe.",RH,C2,Compte-rendu de réunion d'équipe,True
"Fiche client de [PERSONNE] : coordonnées personnelles, historique d'achats et préférences. [IDENTIFIANT] [IDENTIFIANT], Tél: +216-74-310-823. Données soumises au RGPD et à la loi tunisienne sur la protection des données. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Personnelles,C4,Dossier client (données personnelles),True
"Conditions particulières du contrat d'assurance auto n° POL-900591 souscrit par [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216 94 520 397). Date d'effet : 18/11/2026. Garanties : Responsabilité Civile, Vol et Incendie.",Personnelles,C3,Conditions particulières de police,True
[DONNEES] Petit rappel à toute l'équipe Souscription : la salle de réunion B sera indisponible le 05/06/2026 pour travaux.,RH,C2,Note de service,True
Relevé de remboursement [ORGANISME] pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Montant remboursé : 150 000 TND. Acte médical : lombalgie chronique. Données de santé couvertes par le secret médical. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.,Medicale,C4,Attestation CNAM / mutuelle,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Sousse, Tél: (+216) 96.455.469). Police n° POL-747761. Ce dossier contient des données sensibles assurantielles. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Personnelles,C4,Dossier client (données personnelles),True
"Bonjour à tous, je vous propose de planifier une réunion de travail pour faire le point sur le dossier de l'assurance client de M. [PERSONNE]. Merci de m'indiquer vos disponibilités.",RH,C2,Invitation et planification réunion,True
[DONNEES] Guide pratique de l'assuré : comment déclarer un sinistre en ligne et obtenir une assistance immédiate. Les étapes clés pour être remboursé rapidement.,Publique,C1,Guide assurance auto/habitation,True
Le présent contrat fixe les conditions d'emploi de [PERSONNE] au sein du [SERVICE] Support client. Sa diffusion est strictement réservée aux ressources humaines et à l'intéressé(e).,RH,C3,Contrat de travail,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2025628. Coordonnées : (+216) 98.533.841, Sousse. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
Nous recrutons un(e) chargé(e) de projet pour rejoindre notre [SERVICE] Logistique à Nabeul. Candidature à envoyer via notre site carrière.,Publique,C1,Offre d'emploi publiée,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2024349. Coordonnées : +216 26 271 681, Monastir. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
"Package de rémunération du comité exécutif, [PERSONNE] inclus, montant total 3 200 TND. Diffusion strictement limitée à la direction générale. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Finance,C4,Rémunération dirigeant,True
"Contrat de travail établi entre [ORGANISATION] et [PERSONNE], affecté(e) au [SERVICE] Achats à [PERSONNE], prenant effet le 18/11/2026. [IDENTIFIANT] : [IDENTIFIANT]. Ce document engage les deux parties.",RH,C3,Contrat de travail,True
"Attestation médicale — Patient : [PERSONNE], [IDENTIFIANT] [IDENTIFIANT], Tél: +216-55-496-059. Consultation du 30/09/2025 à Hôpital [PERSONNE]. Motif : fracture du poignet. Ne pas diffuser en dehors du circuit médical autorisé. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Certificat médical,True
"[DONNEES] TEMPLATE DE CERTIFICAT MEDICAL D'APTITUDE
Je soussigné Dr [Nom du médecin] certifie que M./Mme [Nom du patient] ... 
Diagnostic : [________________]
Signature et cachet du médecin :",Publique,C1,Modèle de document vierge,True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"[DONNEES] Éléments stratégiques relatifs au rapprochement avec une société concurrente, prévu pour le 18/11/2026. Toute fuite d'information avant l'annonce officielle exposerait l'entreprise à un risque financier majeur. Information de niveau hautement confidentiel, soumise au secret professionnel.",Strategique,C4,Plan de fusion-acquisition,True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"Déclaration de sinistre n° SIN-2025901 — Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216 53 029 614). Police POL-724739. Montant réclamé : 150 000 TND. Dossier à traiter par le [SERVICE] Sinistres.",Personnelles,C3,Déclaration sinistre assurance,True
[DONNEES] Petit rappel à toute l'équipe Sinistres : la salle de réunion B sera indisponible le 30/09/2025 pour travaux.,RH,C2,Note de service,True
Facture n° 2026-30/09/2025 émise au nom de [PERSONNE] pour un montant de 1 850 TND. Coordonnées de paiement : [IDENTIFIANT] TN595001691569780798230.,Finance,C3,Facture client,True
"[DONNEES] TEMPLATE DE CERTIFICAT MEDICAL D'APTITUDE
Je soussigné Dr [Nom du médecin] certifie que M./Mme [Nom du patient] ... 
Diagnostic : [________________]
Signature et cachet du médecin :",Publique,C1,Modèle de document vierge,True
"[DONNEES] Synthèse de l'échange hebdomadaire de l'équipe Souscription, destinée uniquement aux membres présents et à leur hiérarchie directe.",RH,C2,Compte-rendu de réunion d'équipe,True
"Récapitulatif de rémunération de [PERSONNE] : 12 500 TND, à conserver dans le dossier du salarié, accès restreint au [SERVICE] RH.",Finance,C3,Bulletin de paie,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Monastir, Tél: +216-99-841-454). Police n° POL-492302. Ce dossier contient des données sensibles assurantielles. Information de niveau hautement confidentiel, soumise au secret professionnel.",Personnelles,C4,Dossier client (données personnelles),True
"Accord commercial conclu entre [ORGANISATION] et un fonds d'investissement, portant sur une prestation d'un montant de 22 900 TND. Les termes de cet accord ne peuvent être divulgués sans autorisation.",Juridique,C3,Contrat commercial,True
"Relevé de remboursement [ORGANISME] pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Montant remboursé : 3 200 TND. Acte médical : fracture du poignet. Données de santé couvertes par le secret médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Attestation CNAM / mutuelle,True
"Procédure de fonctionnement du [SERVICE] Achats : étapes à suivre pour le traitement des demandes courantes, réservée au personnel de l'entreprise.",RH,C2,Procédure interne,True
"Conditions particulières du contrat d'assurance auto n° POL-584484 souscrit par [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [CONTACT]). Date d'effet : 05/06/2026. Garanties : Responsabilité Civile, Vol et Incendie.",Personnelles,C3,Conditions particulières de police,True
[DONNEES] Guide de santé publique : comment prévenir les maladies saisonnières. Des conseils simples pour renforcer votre système immunitaire cet hiver.,Publique,C1,Conseils prévention et santé,True
"[DONNEES] Projet d'acquisition en cours de négociation avec une société concurrente, montant envisagé 1 850 TND. Ce dossier ne doit être consulté que par les membres du comité exécutif jusqu'à son annonce officielle. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Strategique,C4,Plan de fusion-acquisition,True
"Certificat médical délivré par Centre médical [ORGANISATION] concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Diagnostic : fracture du poignet. Durée d'incapacité : 3 jours. Document strictement confidentiel, réservé au médecin conseil [ORGANISATION] et au [SERVICE] RH. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Certificat médical,True
"Plan de réorganisation du [SERVICE] Marketing, prévu pour le 12/03/2026, impliquant une révision des effectifs. Document réservé au comité de direction. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Strategique,C4,Plan de restructuration,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 05/06/2026. Incapacité temporaire de 10 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Arrêt maladie,True
"Récapitulatif de rémunération de [PERSONNE] : 7 800 TND, à conserver dans le dossier du salarié, accès restreint au [SERVICE] RH.",Finance,C3,Bulletin de paie,True
"[DONNEES] Mode opératoire interne applicable au sein de l'équipe Marketing, non destiné à être communiqué à des tiers.",RH,C2,Procédure interne,True
"Bonjour à tous, je vous propose de planifier une réunion de travail pour faire le point sur le dossier de l'assurance client de M. [PERSONNE]. Merci de m'indiquer vos disponibilités.",RH,C2,Invitation et planification réunion,True
"[ORGANISATION] annonce des performances financières stables pour ce semestre, consolidant sa position de leader sur le marché tunisien avec un montant net d'investissements record.",Publique,C1,Actualités financières COMAR,True
"[DONNEES] Projet d'acquisition en cours de négociation avec un groupe international, montant envisagé 1 850 TND. Ce dossier ne doit être consulté que par les membres du comité exécutif jusqu'à son annonce officielle. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Strategique,C4,Plan de fusion-acquisition,True
"MODÈLE DE FICHE CLIENT VIERGE - [ORGANISATION] ASSURANCES
Nom de l'assuré : [Insérer Nom]
[IDENTIFIANT] : [__ __ __ __ __ __ __ __]
Téléphone : [Insérer Numéro]
Adresse : [Insérer Ville]
[IDENTIFIANT] : POL-xxxxxx
[IDENTIFIANT] : SIN-xxxxxxx",Publique,C1,Modèle de document vierge,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Monastir, Tél: (+216) 50.774.807). Police n° POL-867111. Ce dossier contient des données sensibles assurantielles. Information de niveau hautement confidentiel, soumise au secret professionnel.",Personnelles,C4,Dossier client (données personnelles),True
[DONNEES] À l'attention de l'équipe Support client : merci de prendre connaissance des nouveaux horaires applicables à partir du 18/11/2026. Diffusion limitée aux collaborateurs.,RH,C2,Note de service,True
"[DONNEES] Planning prévisionnel de l'équipe Logistique pour le mois en cours, à consulter par les collaborateurs concernés uniquement.",RH,C2,Planning d'équipe,True
[DONNEES] Invitation réunion d'équipe : ordre du jour concernant le planning des audits internes et le suivi du dossier client. Rendez-vous dans la salle de conférence.,RH,C2,Invitation et planification réunion,True
"[DONNEES] Retrouvez notre actualité et nos communiqués officiels sur notre site internet, librement accessibles à tous.",Publique,C1,Communiqué de presse,True
"Déclaration de sinistre n° SIN-2024655 — Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216-94-977-738). Police POL-273805. Montant réclamé : 7 800 TND. Dossier à traiter par le [SERVICE] Sinistres.",Personnelles,C3,Déclaration sinistre assurance,True
"Ordonnance médicale concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Traitement prescrit le 22/01/2026 par Dr. [PERSONNE]. Ce document ne peut être consulté que par le personnel médical habilité et le pharmacien. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Ordonnance médicale,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe Souscription, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"Contrat de travail établi entre [ORGANISATION] et [PERSONNE], affecté(e) au [SERVICE] Marketing à Ariana, prenant effet le 22/01/2026. [IDENTIFIANT] : [IDENTIFIANT]. Ce document engage les deux parties.",RH,C3,Contrat de travail,True
Attestation [ORGANISME] — Bénéficiaire : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Numéro d'affiliation : 5941708T/P/N/000. Prise en charge médicale pour hypertension artérielle. Document contenant des données de santé protégées. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.,Medicale,C4,Attestation CNAM / mutuelle,True
Appel de cotisation pour votre assurance auto n° POL-551064. Assuré : [PERSONNE]. Montant net à payer : 12 500 TND avant le 30/09/2025. Coordonnées bancaires [ORGANISATION] pour virement : [IDENTIFIANT] 06888674205057846221.,Finance,C3,Avis d'échéance et appel de cotisations,True
[DONNEES] Petit rappel à toute l'équipe Support client : la salle de réunion B sera indisponible le 22/01/2026 pour travaux.,RH,C2,Note de service,True
"[DONNEES] Retrouvez notre actualité et nos communiqués officiels sur notre site internet, librement accessibles à tous.",Publique,C1,Communiqué de presse,True
Politique de confidentialité et cookies de [ORGANISATION]. Nous attachons une grande importance à la protection de vos données personnelles et au respect du RGPD.,Publique,C1,Politique de confidentialité publique,True
"Compte-rendu médical concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]), établi le 05/06/2026 par Dr. [PERSONNE]. Ce document relève du secret médical et ne peut être consulté que par le personnel de santé autorisé. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Dossier médical complet,True
"Bonjour à tous, je vous propose de planifier une réunion de travail pour faire le point sur le dossier de l'assurance client de M. [PERSONNE]. Merci de m'indiquer vos disponibilités.",RH,C2,Invitation et planification réunion,True
"Contrat de travail établi entre [ORGANISATION] et [PERSONNE], affecté(e) au [SERVICE] Sinistres à Nabeul, prenant effet le 22/01/2026. [IDENTIFIANT] : [IDENTIFIANT]. Ce document engage les deux parties.",RH,C3,Contrat de travail,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 12/03/2026. Incapacité temporaire de 10 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Arrêt maladie,True
Police d'assurance habitation n° POL-325246 - Conditions particulières. Assuré : [PERSONNE] (Sfax). Franchise générale de 3 200 TND par sinistre. Document contractuel confidentiel.,Personnelles,C3,Conditions particulières de police,True
"Demande d'adhésion au contrat d'assurance groupe [ORGANISATION]. Adhérent : [PERSONNE], résidant à Ariana. [IDENTIFIANT] : [IDENTIFIANT], Tél : +216-26-712-199. Signature requise pour finaliser la souscription.",Personnelles,C3,Demande de souscription contrat,True
"[ORGANISATION] Santé : Pour votre bien-être, adoptez une alimentation équilibrée et pratiquez une activité physique régulière. Pour toute question médicale, consultez votre médecin traitant.",Publique,C1,Conseils prévention et santé,True
"Fiche de prélèvement bancaire [ORGANISATION] : [PERSONNE], [IDENTIFIANT] TN597700425199529030695, [IDENTIFIANT] [IDENTIFIANT], Tél: (+216) 55.482.024. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Finance,C4,Coordonnées bancaires client,True
"Attestation bancaire établie pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) : [IDENTIFIANT] 19320966721625685788, [IDENTIFIANT] TN597807139503854336658. Document à usage exclusif du [SERVICE] Finance et du client concerné. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Finance,C4,Attestation bancaire (RIB tunisien),True
Le présent contrat fixe les conditions d'emploi de [PERSONNE] au sein du [SERVICE] R&D. Sa diffusion est strictement réservée aux ressources humaines et à l'intéressé(e).,RH,C3,Contrat de travail,True
[DONNEES] À l'attention de l'équipe Logistique : merci de prendre connaissance des nouveaux horaires applicables à partir du 30/09/2025. Diffusion limitée aux collaborateurs.,RH,C2,Note de service,True
[DONNEES] Le présent contrat lie l'entreprise à un fonds d'investissement à compter du 30/09/2025. Sa communication est réservée aux signataires et à la direction juridique.,Juridique,C3,Contrat commercial,True
